パーティー の 食べ物 が たくさん 残 っ た 。,9
セザンヌ は 風景 画 で 有名 だ 。,8
小笠原 諸島 で は 、 ＮＨＫ の 電波 しか 入 ら な い 。,14
昨日 は 、 誰 か 君 を 訪問 し ま し た か 。,14
私 は 彼 と 共同 で 事業 を や る 。,11
その 会社 は 今 に も 倒産 し よう と し て い る 。,15
昨日 チケット 手 に 入れ た ん だ 。,9
こちら は スミス と 申 し ま す 。 ジョンソン さん は お いで で しょ う か 。,19
彼 は 病気 を し て い た よう だっ た 。,12
彼 は １人 で 飛 ぶ こと に 慣れ て い た 。 そして 彼 は 想像 の 中 で 何 度 も この 経路 を 飛 ん で い た の だ 。,34
僕 っ て あがり 性 だ から 、 人 の 前 で 話 す の 苦手 な ん だ よ 。,21
彼女 は 手紙 を 手 に 、 階下 へ 降り て き た 。,14
独り 言 を い い ま す 。,8
なん と 不 誠実 な やつ だ ろ う 。,10
君 、 富士 山 を 見 た こと あ る か い 。 言葉 で は 言い表せ な い ほど の 美し さ だ よ 。,26
外国 人 留学 生 は 私 たち に 援助 を 求め た 。,13
彼 は 大阪 で 骨董 品 を 扱 っ て い る 。,13
我々 は 生き る ため に 食べ る の で あ り 、 食べ る ため に 生き る の で は な い 。,25
この 道 を 行 く と そこ へ 出 ま す 。,12
私 たち は 平和 を 求め て い る 。,10
彼 は 涙 を 流 し た こと が はずかし かっ た 。,13
水道 水 で 年 1 回 、 井戸 水 なら 年 2 回 の 水質 検査 を お 勧め し ま す 。,23
地元 の ビール の 中 で は 、 どれ が おいし い で す か 。,16
あれ は 貴重 な 経験 だっ た 。,8
それ が 本当 で あ る こと を 認め る 。,11
私 の 時計 は 日 に 五 分 進 む 。,11
ＯＥＣＤ の 調査 で 北欧 諸国 が 税率 に お い て 世界 の 上位 を キープ し た 。,20
利己 的 な 行動 を する べ き で は な い 。,13
彼女 は 自己 の 信念 を 決して 変え よう と し な かっ た 。,15
彼女 は 家事 で 忙し かっ た 。,8
部屋 に お ら れ な い 間 に 勝手 に 辞書 を お 借り し ま し た 。,20
君 は 遅く まで 起き て い た に ちがい な い 。,13
もちろん 、 私 で す 。,6
メアリー は 彼 ほど 背 が 高 く な い 。,11
仕事 に 出かけ よ う と し て い る 時 に 電話 が 鳴 っ た 。,18
私 は 彼 を 高 く 評価 し て い る 。,12
１００ ドル なんて はした 金 さ 。,7
彼 は 生来 寛大 な 人 だ 。,8
君 は 準備 なし に 受験 する なんて 馬鹿 な こと を す べ き で な かっ た ね 。,21
１３ 歳 から １９ 歳 の 少年 少女 に よく あ る こと だ が 彼女 は うぬぼれ て い る 。,22
彼女 は とうとう 夫 と わか れ る こと を 決意 し た 。,14
階段 を 駆け上が っ た の で 、 息 が 切れ た 。,13
私 は そんな 短 時間 で は それ を やれ な い 。,13
食事 を し て い る とき は 仕事 の 話 を する な 。,15
幸福 は 金 で は 買え な い 。,9
日 ごと に 暖か く な っ て い る 。,11
私 が 父 に 連れ られ て 富士 山 に 登 っ た の は 、 ８ 才 の とき で し た 。,24
広瀬 先生 は その 生徒 達 に 英 文法 を 教え て い る 。,15
その 火事 は 職員 が 帰宅 し た 後 で 起こ っ た 。,14
私 は ノート が ほし い 。,7
彼女 の 言 う こと から 判断 する と 彼 は 有罪 で あ る 。,16
言 っ た とおり に しろ 。,7
彼 の 妻 は 私 に は 醜 い と は 思え な い 。,15
アメリカ に 行 く に は 大洋 を 横断 し な けれ ば な り ま せ ん 。,19
隣人 は ４ 人 姉妹 と 猫 １ 匹 で す 。,12
試合 の 結果 に つ い て 聞 き ま し た か 。,14
彼 の 先生 で さえ も 彼 の 言 う こと を 理解 し な かっ た 。,18
以前 そう い う 立場 に 置 か れ た こと が あ っ た の で 、 どう し た ら 良 い の か はっきり と 分か っ た 。,32
きのう 彼 は あなた が お 元気 か どう か 尋ね て い ま し た 。,17
この 七 面 鳥 は ５ 人 分 あ り ま す 。,13
彼女 は ピアニスト で す 。,6
タバコ は 脳 に 影響 を 与え る 。,9
彼 は 推理 小説 を 時々 読 む 。,9
他 の 問題 は この 問題 ほど 重要 で は な い 。,13
私 の 言 い た い こと が 分か り ま す か 。,14
あなた に 紹介 し た 会社 の 社長 が 、 また あなた に 会 い た い と い っ て い ま す 。,25
健 は 英語 だけ で な く フランス 語 も 勉強 し て い る 。,16
ソレノイド へ の 突入 電流 で ノイズ が 発生 し ま す 。,13
暴力 団 は その 金持ち から 莫大 な 金 を ゆすり取 っ た 。,14
私 は 車 が 好き だ 。,7
生 化学 の 試験 は やさし かっ た 。,9
芸術 家 の 眼識 に よ る と 、 これ は 価値 が あ る そう だ 。,18
最近 彼 が 亡くな っ た 。,7
委員 会 は まだ 決議 に 至 ら な い 。,11
スポーツ の 逆説 は スポーツ が （ 人 を ） 分け る と 同時 に 結びつけ る こと だ 。,20
真鍮 は 銅 と 亜鉛 の 合金 で あ る 。,11
医者 は 危険 の 可能 性 を 警告 する 。,10
支出 は 合計 ２０ 万 円 に な っ た 。,11
箱 の 中 に は 梨 が いく つ か あ る 。,13
見渡 す かぎり 、 すべて は 雪 に おお わ れ て い た 。,15
忘れ ず に その 手紙 を 投稿 し なさ い 。,11
彼 の 研究 で 用い られ た 方法 論 は 、 我々 の 調査 を 行 う 際 に も 役 に 立 つ 。,25
期間 は どの くらい ？,5
彼 が アメリカ で 成長 し た と い う の は 有名 だ 。,15
援助 し て くれ る 人 が 誰 か 必要 で す 。,13
に やり と 笑 っ て 賛成 の 意思 を 示 し た 。,14
家 に 入 る とき は 靴 を 脱 ぐ の が 私 たち の 習慣 で す 。,19
彼 は 君 に 彼 の 希望 を 伝え て くれ と 私 に 頼 ん だ 。,18
市 の 黒人 と 白人 の 争い は ますます ひど く な っ た 。,15
それ を どう と る か は 君 しだい だ 。,11
校長 先生 と 何処 で 会 っ た の で す か 。,13
遅れ た わけ を 説明 し て もら い た い 。,12
彼女 は 一生 懸命 勉強 し て い た に 違い な い 。,14
そんな 汚らわし い 話 を する の は やめ て 。,11
今 、 お 忙し い で す か 。,9
壁 に 掛か っ て い る 絵 は ピカソ に よ っ て 描 か れ た 。,19
だれ か が 、 それ を そこ に 忘れ て い っ た の に ちがい あ り ま せ ん 。,22
青年 が まず 第 一 に 学 ぶ べ き 重要 な 教訓 は 、 自分 は 何 も 知 ら な い と い う こと で あ る 。,31
この 詩 は 昨夜 書 か れ ま し た 。,11
彼 の 怠惰 な は もはや 我慢 でき な い 。,11
その 棒 は 交差 し て お か れ た 。,11
今 すぐ 出発 し なさ い 。,7
人間 と 動物 の 大きな 違い は ここ に あ る 。,12
男の子 が 泳 い で 川 を 渡 っ て い る の が 見え ま し た 。,19
彼 は 人民 に と っ て 神 様 で し た 。,13
パー 確実 だ 。,4
ここ は 東京 の ビジネス 街 だ 。,8
君 も 同様 僕 も 悪 く な い 。,10
私 は 日本 の 政治 を 恥ずかし く 思 い ま す 。,13
なんて 世界 は 狭 い の で しょ う 。,10
汚し さえ し な けれ ば 本 を 家 に 持 っ て かえ って い い 。,18
ドア を 白 く 塗 っ て くださ い 。,10
彼 は 光 で は な かっ た 。,9
弟 さん は 新し い 仕事 が うま く い っ て い ま す か 。,17
僕 が ネジ を 回 す と 水 が 吹き出 し て き た 。,15
雨露 を 十分 しのげ る よう に 、 ペンキ を 二 回 塗 る べ き だ 。,18
彼 は 損失 の 責任 を と っ て 、 その 仕事 を 辞任 し た 。,17
赤 と 青 を 混ぜ る と 紫 に な る 。,12
その 魚 は 群れ を 成 し て 進 ん で い く の で す ね 。,18
彼 は この 分野 で は 草分け だ 。,9
彼 は 、 自転 車 を 持 っ て い ま す 。,13
フレッド の 意見 が しゃく に さわ っ た ラリー は 、 居丈 高 な 態度 に 出 た 。,20
われわれ は 最悪 の 危険 が 去 っ た こと を 知 っ て 大いに 安心 し た 。,19
あなた を 田中 さん に 紹介 し ま しょ う 。,11
二 つ の 建物 は 隣りあ っ て い る 。,11
私 は 日 に 日 に 快方 に 向か っ て い る 。,14
白 い ヨット が 海面 を 滑 る よう に 走 っ て い た 。,16
ポール は 最近 大変 一生 懸命 勉強 し ま す 。,11
トム に は 月 へ 行 き た い と い う 大きな 望み が あ る 。,18
彼 は 教授 と い う より テレビスター だ 。,10
エベレスト 山 は 、 いわば 、 世界 の 屋根 で あ る 。,13
この ジャケット は きつ い 。,6
日本 の 会社 員 は よく 働 く 。,9
お 目 に かか れ て 嬉し い 。,9
彼 は 先生 と し て も 人間 と し て も 尊敬 さ れ た 。,17
運転 手 は 乗客 の 安全 に 責任 が あ る 。,12
彼女 は 彼 の 突然 の 反抗 的 態度 に とても びっくり し た 。,15
礼儀 正し い アメリカ 人 は いつ で も 礼儀 正し い 。,13
彼 を 通 し て 私 は 町 の 有力 者 と 知り合い に な っ た 。,18
私 は 、 福井 に 行 く 。,8
あなた って 頼り に な る 人 ね 。,9
ディズニー ランド で は 一時 に な る と いろいろ な 物語 の 中 の 人気 者 達 が 行列 を な し て 行進 し ま す 。,29
もう 君 は 高校 生 な の だ から 自分 の する こと に 責任 を 持 つ べ き で あ る 。,24
彼 は いつ も いばりちら し て い ま す 。,11
ベル が 鳴 っ た とき 、 聴衆 は 彼 ら の 席 に つ い た 。,18
ジェーン は 先生 の 真似 を する の が 好き だっ た 。,13
持 っ て 生まれ た る 特殊 の 才能 な き 者 は 幸い な る か な 。,19
彼 は 精 いっぱい がんば っ た が 、 あの よう な 速 い 走者 に は かな わ な い こと が すぐ に わか っ た 。,29
彼女 の 心 は 女優 に な る 夢 で いっぱい だ 。,13
えへへへ 、 私 は 運痴 だ から 、 ちょっと 走 る と 、 すぐ に 脇腹 が 痛 く な っ ちゃ う の 。,25
これ ら の 建物 は 応急 の 修理 が 必要 で す 。,13
彼 ら は 王 が 死 ん だ の を 秘密 に し て お い た 。,18
歯磨き を し なさ い 。,6
窓 から の 光線 が 入 っ て き て 教授 は 深 い 眠り から 目 を 覚ま し た 。,22
ジェーン は 成長 し て 素敵 な 女性 に な っ た 。,13
結婚 する 前 、 彼女 は 若畑 家 の 人 だっ た 。,13
公園 で 野球 を し て は いけ な い 。,11
これ が ブレーク の 葬 ら れ て い る 教会 で す 。,14
終 列車 に ちょうど 間に合 っ た 。,8
食事 の 前 に お 飲物 は いかが で す か 。,12
１２ 月 に し て は 少々 暖か い と 思 い ま せ ん か 。,17
近頃 の 学生 と い え ば 、 何 を 考え て い る の か 私 に は わか ら な い 。,24
彼 は うそ を つ い て い る よう に 思 わ れ る 。,16
あなた は 新し い バージョン の ソフトウェア を 要求 す べ き で あ る 。,16
彼 の 翻訳 は 原典 に 忠実 だ 。,9
今 、 何 回 の 裏 で す か 。,10
米 は この 地方 の 主な 農作 物 で す 。,11
彼 は コイン を １００ 個 持 っ て い る 。,12
彼 は いつ も 世界 の こと に つ い て 好奇 心 を 持 ち 続け て い る 。,21
彼 は 不 始末 を し でか す よう な 男 で は な い 。,16
どう か 明朝 ６ 時 に 起こ し て 下さ い 。,12
彼 は 子供 だ けれど も 、 哲学 の 本 を 読 む こと に 興味 が あ っ た 。,21
私 の 前 で 生 意気 な 口 を き く ん じゃ な い ぞ 、 さも な い と 痛 い 目 に あ う から な 。,30
彼女 は 私 に 至急 電報 を 打 っ て き た 。,13
サム 、 何 を や っ て ん だ ？,10
制御 でき な い 。,5
私 は 彼 が い っ て も よ い と い っ た 。,15
彼 ら は １ 時間 ３ マイル の 割合 で 歩 い た 。,14
二 羽 の からす が 空 を 飛 ん で い ま す 。,14
この 服 は 縮 ん で 、 おまけ に 色褪せ て しま っ た 。,15
もう 一歩 下が る と 、 崖 から 落ち る よ 。,12
彼 は 子供 たち に アフリカ で の 珍し い 経験 に つ い て はな し た 。,19
私 は この 部屋 の 家具 の 配置 が 好き で あ る 。,14
私 たち は 約 ６ キロ 歩 い た 。,10
「 もう 一杯 コーヒー を 飲 み ま せ ん か 」 「 いいえ けっこう で す 」,18
声 を 出 し て 本 を 読 み なさ い 。,12
私 は 彼 に 大変 迷惑 を かけ た 。,10
君 なら 成功 し て も おかし く な い 。,11
大統領 は 近く 日本 を 訪れ た い と 述べ た と 伝え られ た 。,16
彼 の 額 に は 玉 の よう な 汗 が 浮か ん で い た 。,17
あなた の 言 っ た こと は 本当 だ 。,10
彼 は コンピューター の 使 い 方 を よく 知 っ て い る 。,15
時間 を 守れ な い の で す か 。 私 は 一 時間 も 待ち 続け た ん で す よ 。,23
脇 で いろいろ 言 わ な い で く れ よ 。,12
ナイロン ストッキング は すぐ 伝線 する 。,7
彼女 に は 私 の 言 っ た 事 が わか ら な かっ た 。,16
何 でも 習 っ て お い た 方 が 得 で す よ 。,15
私 の 判断 を 誤ら す な 。,8
語 の 古 い 意味 が 現在 の 基本 的 な 意味 で あ る と は 限 ら な い 。,22
私 は 海岸 の 近く に 住 ん で い る あいだ 、 よく 泳 い だ 。,18
彼女 は とても 賢 い 人 だ 。,8
私 は 永久 に 生き た い の で す 。,11
彼 は 言 わ れ た とおり に 早 く 来 た 。,13
ごく ひかえ 目 に 言 っ て も 彼 は 私 より はるか に スポーツ が よく でき る 。,20
メアリー は 若 い ころ 立派 な 歌手 だっ た と 言 わ れ て い る 。,18
彼 は 理事 な の で 、 それ に ふさわし い 扱い を 受け る べ き で あ る 。,21
そんな に 遠 い 所 から わざわざ 来 な く て も よ かっ た の に 。,18
読書 から 多く の 喜び を 得 る 事 が でき る 。,13
仕事 を し て い る と い う より か は 、 ただ 会社 に い る だけ って 感じ 。,22
両親 に あなた の 計画 を 知 ら せ て あ り ま す か 。,16
彼 の 話 を 信じ る 者 も い た し 、 信 じ な い 者 も い た 。,21
オランダ は 狭 い 国 で す 。,8
どちら へ 行 き た い で す か 。,10
マイク は 日 に ３００ ドル も 稼 ぐ 。,10
母 は 忙し そう に 料理 を し て い た 。,12
たとえ 君 が 止め て も 、 私 は 決心 を 変え な い 。,15
彼女 は とても 上手 に 歌 う こと が でき る 。,12
私 は この 辞書 は 初心 者 に は 役 に 立 つ と 思 い ま す 。,19
口 に 物 を 入れ て 話 す な 。,10
あなた 方 ばかり で な く 彼 ら も 普通 の 人々 だ 。,14
生徒 たち は 大いに 先生 を 尊敬 し て 入 る 。,12
彼女 は 若 い 頃 は 日本 茶 より も コーヒー が 好き だっ た 。,16
そう 言 っ て 下さ る と は ご 親切 に ありがとう ござ い ま す 。,17
私 は 週末 まで に 済ま せ な けれ ば な ら な い 仕事 が たくさん あ る 。,20
彼 の 計画 は どう に も な ら な い 。,12
皆 さん 、 今夜 は 無礼 講 で 行 き ま しょ う 。 それ で は 、 乾杯 。,20
彼女 は 音楽 を 勉強 する ため に イタリア へ 行 っ た 。,14
万 人 の 友 は 誰 の 友 で も な い 。,13
そんな 風 に ふるま う なんて 、 彼 は 愚か で す ね 。,14
この スープ は い い 味 だ 。,8
私 は 忙し く な い 。,7
彼女 は 試験 で 四 問 目 を ぬか し て しま っ た 。,15
会話 に 参加 する ため に は 、 何 か 言 う べ き こと を 持 っ て い な けれ ば いけ な い 。,27
幸い に も 天気 は 良 かっ た 。,9
どんどん 勉強 し なさ い 。,6
この 部屋 の 中 で ボール 遊び を し て は いけ ま せ ん 。,16
エジプト で は 、 何語 が 話 さ れ て い ま す か 。,15
私 は 数学 を 、 君 より も 熱心 に 勉強 する 。,13
コーヒー の 方 が 好き で す 。,8
私 は 歯 医者 に 行 っ て き た 。,11
彼 は 街 に 向か っ て い る の で は な い よう だ 。,17
彼 ら は 貧し い か も しれ な い が 、 心 は 豊か だ 。,17
泣 い た 夜 も 幾 夜 か あ っ た 。,12
それ に 同意 し た 覚え は な い よ 。,11
どう し て あなた に お 詫び する 理由 が あ る の で す か 。,17
走者 の 中 に は 走 り ながら 水 を 飲 む 者 も い る 。,17
本 を 片づけ な さ い 。,7
一生 懸命 努力 し て 、 彼 は とうとう 契約 に こぎつけ た 。,14
彼女 が その ニュース を 報 じ た 。,9
不 注意 が 事故 に な る こと が 多 い 。,12
ボブ は とても 幸せ だっ た 。,7
じき に あなた から 便り が あ る の を 楽しみ に し て い ま す 。,18
私 は 彼 の よう な 人 は 信用 でき な い 。,13
彼女 は 踊 り た い 気分 だっ た 。,10
丘 の 上 に 立 っ て い る の で 彼 の 家 は 見晴らし が よ い 。,20
だれ を 招待 し た ら い い の かしら 。,11
全 生産 高 は Ｘ トン で あ っ た 。,11
私 は その や り 方 を 彼 ら に 示 し て や っ た 。,17
その 工場 は バイク を 月 に ８００ 台 生産 する 。,12
ストレス が 心臓 に 影響 し 始め た 。,9
時 は 速やか に すぎ て ゆ く 。,9
彼女 は 僕 より ２ 歳 年下 だ 。,9
私 の 弟 は 、 二郎 さん ほど 背 が 高 く あ り ま せ ん 。,18
今 学期 、 ２ つ の 試験 が あ る 。,11
私 は あなた から まだ 返事 を もら っ て い ま せ ん 。,15
長 い 付き合い に かけ は 禁物 。,8
彼 は 自分 自身 の 考え を 反省 し た 。,11
僕 に ミルク セーキ を 作 っ て くださ い 。,11
地価 は 依然 と し て 落ち着 く 気配 を 見せ な い 。,14
私 は 入り口 の ところ まで 行 っ た 。,10
彼女 の 両親 は ２人 と も な くな っ て い る 。,14
私 の 言葉 で あなた が 傷つ い た なら ごめん なさ い 。,14
彼 は 私 を 困 ら せ る ため に 間違え た 。,13
彼 は スープ の におい を か い で い る 。,12
全然 部屋 に 似合 わ な い けど 、 貰 っ た から 良 し ！,16
博物 館 に は 興味 深 い 展示 品 が 所蔵 さ れ て い る 。,17
そこ で は ネクタイ を つけ る 必要 が あ り ま す 。,14
これ ら の 品物 は 非売品 で す 。,9
手塚 治虫 の 本 を １ 週間 くらい 貸 し て くれ ま す か 。,16
私 たち は たき火 の 周囲 を 踊 っ て 回 っ た 。,14
どう し て 言 っ て くれ な い の ？,11
彼女 は 警察 官 に 道 を 尋ね た 。,10
彼 は 転地 し た ため に かえ って いっそう 悪 く な っ た 。,16
私 の 友人 の マイク は オックスフォード 大学 で 化学 を 研究 し て い る 。,17
すぐ に 出発 すれ ば 汽車 に 間に合 う だ ろ う 。,13
彼 の 行為 の 理由 は 推測 でき な い 。,11
兄 は シカゴ から たいてい 火曜 の 夜 に 私 に 電話 を かけ て くる 。,17
彼 が 来る こと を 確かめ る ため に 電話 を し た 。,14
彼 ら の 意見 は ほとんど 問題 に な ら な い 。,13
彼 ら は テーブル の 周り に 座 っ て トランプ を し て い た 。,17
母 が 病気 に な っ た の で 、 私 たち は 医者 を 呼び に や っ た 。,21
スージー ほど 上手 に ピアノ を ひけ る と よ い の だ が 。,15
彼 が 来る まで ここ で 待 っ て い て くださ い 。,14
彼 は 料理 が 上手 だ 。,7
この 問題 は 簡単 で は な い 。,9
心配 で 彼 の 髪 は 白 く な っ た 。,12
昨日 １ 台 の 車 が その 崖 から 落ち た 。,12
仕上げ の 筆 を 少し 加え る 。,8
騒音 で 私 の 声 は 届 か な かっ た 。,12
私 は とても 疲れ て い た の で それ 以上 歩け な かっ た 。,16
彼 は 帽子 を かぶ っ た まま で そこ に 立 っ て い た 。,17
その ガイド を 咎め る な 。,7
あなた は 何 を し よう と し て い る の で す か 。,16
たいてい の 人 が そう 考え る 。,8
私 は 事故 で 右足 を 負傷 し た 。,10
乗り換え る の で す か 。,7
君 は お 兄 さん に そっくり だ よ 。,10
あなた は 膝 に 手 を 組 ん で 静か に 座 っ て い さえ すれ ば よ い 。,21
彼 が 息子 の 自慢 を する の は 当然 だ 。,12
２人 が 口 喧嘩 を し て い て 、 クリス が ベス を たた き ま し た 。,20
神 が とも に お ら れ る の で な けれ ば 、 あなた が なさ る この よう な しるし は 、 誰 も 行 う 事 が 出来 ま せ ん 。,35
トム あなた は なん て い い 子 な ん で しょ う 。,14
彼 が 驚 い た こと に は 、 その 泥棒 は 自分 の 息子 だ と わか っ た 。,21
彼 は 、 自分 の 留守 中 に その 場所 を 管理 し て い た 従業 員 に 出会 っ た 。,23
彼女 は 気 を 失 っ た が 五 分 ぐらい で 回復 し た 。,16
私 は 彼 に 運転 を 習わ そ う と し た 。,13
その ねこ を 怒ら す と ひっか く よ 。,10
